"Mã TTHC","Tên TTHC","Mã cơ quan công bố","Cơ quan công bố","Lĩnh vực","Cấp thực hiện"
"1.001907","Cấp giấy phép hoạt động khám, chữa bệnh nhân đạo đối với bệnh viện trên địa bàn quản lý của Sở Y tế (trừ các bệnh viện thuộc thẩm quyền của Bộ Y tế và Bộ Quốc phòng) và áp dụng đối với trường hợp khi thay đổi hình thức tổ chức, chia tách, hợp nhất, sáp nhập","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.001908","Công nhận biết tiếng Việt thành thạo hoặc sử dụng thành thạo ngôn ngữ khác hoặc đủ trình độ phiên dịch trong hành nghề dược","000.00.00.G18","Bộ Y tế","Dược phẩm","Cấp Tỉnh"
"1.001919","Cấp Giấy chứng nhận đăng ký tạm thời xe máy chuyên dùng","000.00.00.G04","Bộ Giao thông vận tải","Đường bộ","Cấp Tỉnh"
"1.001923","Cung cấp thông tin, dữ liệu đo đạc và bản đồ cấp tỉnh","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đo đạc, bản đồ và thông tin địa lý","Cấp Tỉnh"
"1.001942","Đăng ký xét tuyển  trình độ đại học, trình độ cao đẳng ngành giáo dục mầm non","000.00.00.G03","Bộ Giáo dục và Đào tạo","Quy chế thi, tuyển sinh","Cấp Tỉnh"
"1.001966","Tiếp tục hưởng trợ cấp thất nghiệp","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Việc làm","Cấp Tỉnh"
"1.001973","Tạm dừng hưởng trợ cấp thất nghiệp","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Việc làm","Cấp Tỉnh"
"1.001978","Giải quyết hưởng trợ cấp thất nghiệp","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Việc làm","Cấp Tỉnh"
"1.001980","Đăng ký chuyển mục đích sử dụng đất không phải xin phép cơ quan nhà nước có thẩm quyền cấp tỉnh","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"1.001987","Điều chỉnh giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với cơ sở khám bệnh, chữa bệnh trực thuộc Sở Y tế khi thay đổi quy mô giường bệnh hoặc cơ cấu tổ chức hoặc phạm vi hoạt động chuyên môn","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.001990","Gia hạn sử dụng đất ngoài khu công nghệ cao, khu kinh tế","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"1.001991","Bán hoặc góp vốn bằng tài sản gắn liền với đất thuê của Nhà nước theo hình thức thuê đất trả tiền hàng năm (cấp tỉnh - trường hợp đã thành lập VP đăng ký đất đai)","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"1.001994","Đăng ký xe máy chuyên dùng từ tỉnh, thành phố trực thuộc Trung ương khác chuyển đến","000.00.00.G04","Bộ Giao thông vận tải","Đường bộ","Cấp Tỉnh"
"1.002000","Cấp lại giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với cơ sở khám bệnh, chữa bệnh thuộc thẩm quyền của Sở Y tế do bị mất hoặc hư hỏng hoặc giấy phép bị thu hồi do cấp không đúng thẩm quyền","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002003","Thủ tục cấp lại chứng chỉ hành nghề tu bổ di tích","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Di sản văn hóa","Cấp Tỉnh"
"1.002007","Di chuyển đăng ký xe máy chuyên dùng ở khác tỉnh, thành phố trực thuộc Trung ương","000.00.00.G04","Bộ Giao thông vận tải","Đường bộ","Cấp Tỉnh"
"1.002010","Đăng ký hoạt động của tổ chức hành nghề luật sư","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.002013","Thủ tục đăng cai giải thi đấu, trận thi đấu thể thao thành tích cao khác do liên đoàn thể thao tỉnh, thành phố trực thuộc trung ương tổ chức","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thể dục thể thao","Cấp Tỉnh"
"1.002015","Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với cơ sở khám bệnh, chữa bệnh thuộc thẩm quyền của Sở Y tế khi thay đổi tên cơ sở khám chữa bệnh","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002022","Thủ tục đăng cai giải thi đấu, trận thi đấu do liên đoàn thể thao quốc gia hoặc liên đoàn thể thao quốc tế tổ chức hoặc đăng cai tổ chức","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thể dục thể thao","Cấp Tỉnh"
"1.002030","Cấp Giấy chứng nhận đăng ký, biển số xe máy chuyên dùng lần đầu","000.00.00.G04","Bộ Giao thông vận tải","Đường bộ","Cấp Tỉnh"
"1.002032","Thay đổi nội dung đăng ký hoạt động của tổ chức hành nghề luật sư","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.002033","Cấp lại Giấy chứng nhận hoặc cấp lại Trang bổ sung của Giấy chứng nhận do bị mất","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"1.002035","Kiểm tra và công nhận thành thạo ngôn ngữ trong hành nghề dược","000.00.00.G18","Bộ Y tế","Dược phẩm","Cấp Tỉnh"
"1.002037","Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với cơ sở khám bệnh, chữa bệnh thuộc thẩm quyền của Sở Y tế khi thay đổi địa điểm","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002040","Giao đất, cho thuê đất không thông qua hình thức đấu giá quyền sử dụng đất đối với dự án không phải trình cơ quan nhà nước có thẩm quyền xét duyệt; dự án không phải cấp giấy chứng nhận đầu tư; trường hợp không phải lập dự án đầu tư xây dựng công trình mà người xin giao đất, thuê đất là tổ chức, cơ sở tôn giáo, người Việt Nam định cư ở nước ngoài, doanh nghiệp có vốn đầu tư nước ngoài, tổ chức nước ngoài có chức năng ngoại giao (Đối với trường hợp giao đất, cho thuê đất để thực dự án vì mục đích quốc phòng an ninh; phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng thì nộp hồ sơ xin giao đất, thuê đất trong thời gian thực hiện phương án bồi thường, hỗ trợ và tái định cư đã được phê duyệt mà không phải chờ đến khi hoàn thành việc giải phóng mặt bằng)","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"1.002046","Gia hạn Giấy phép vận tải đường bộ GMS cho phương tiện và thời gian lưu hành tại Việt Nam cho phương tiện của các nước thực hiện Hiệp định GMS","000.00.00.G04","Bộ Giao thông vận tải","Đường bộ","Cấp Tỉnh"
"1.002054","Đăng ký biến động đối với trường hợp chuyển từ hình thức thuê đất trả tiền hàng năm sang thuê đất trả tiền một lần cho cả thời gian thuê hoặc từ giao đất không thu tiền sử dụng đất sang hình thức thuê đất hoặc từ thuê đất sang giao đất có thu tiền sử dụng đất","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"1.002055","Thay đổi người đại diện theo pháp luật của Văn phòng luật sư, công ty luật trách nhiệm hữu hạn một thành viên","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.002058","Cấp giấy phép hoạt động đối với khám bệnh, chữa bệnh nhân đạo với trạm xá, trạm y tế cấp xã","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002063","Gia hạn Giấy phép liên vận Việt – Lào và thời gian lưu hành tại Việt Nam cho phương tiện của Lào","000.00.00.G04","Bộ Giao thông vận tải","Đường bộ","Cấp Tỉnh"
"1.002073","Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với cơ sở dịch vụ cấp cứu, hỗ trợ vận chuyển người bệnh","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002079","Thay đổi người đại diện theo pháp luật của công ty luật trách nhiệm hữu hạn hai thành viên trở lên, công ty luật hợp danh","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.002082","Đăng ký biến động quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất trong các trường hợp giải quyết tranh chấp, khiếu nại, tố cáo về đất đai; xử lý nợ hợp đồng thế chấp, góp vốn; kê biên, đấu giá quyền sử dụng đất, tài sản gắn liền với đất để thi hành án; chia, tách, hợp nhất, sáp nhập tổ chức (trừ doanh nghiệp); thỏa thuận hợp nhất hoặc phân chia quyền sử dụng đất, tài sản gắn liền với đất của nhóm người sử dụng đất; đăng ký biến động đối với trường hợp hộ gia đình, cá nhân đưa quyền sử dụng đất vào doanh nghiệp","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"1.002097","Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với cơ sở dịch vụ kính thuốc","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002099","Đăng ký hoạt động của chi nhánh của tổ chức hành nghề luật sư","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.002109","Bán hoặc góp vốn bằng tài sản gắn liền với đất thuê của Nhà nước theo hình thức thuê đất trả tiền hàng năm","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"1.002111","Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với cơ sở dịch vụ chăm sóc sức khoẻ tại nhà","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002118","Khám giám định tổng hợp","000.00.00.G18","Bộ Y tế","Giám định y khoa","Cấp Tỉnh"
"1.002124","Giải quyết chế độ đối với người hoạt động cách mạng trước ngày 01/01/1945","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Người có công","Cấp Tỉnh"
"1.002131","Cấp giấy phép hoạt độngkhám bệnh, chữa bệnh nhân đạo đối với cơ sở dịch vụ làm răng giả","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002136","Khám giám định lại bệnh nghề nghiệp tái phát","000.00.00.G18","Bộ Y tế","Giám định y khoa","Cấp Tỉnh"
"1.002140","Cấp giấy phép hoạt độngkhám bệnh, chữa bệnh nhân đạo đối với cơ sở dịch vụ tiêm (chích), thay băng, đếm mạch, đo nhiệt độ, đo huyết áp","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002146","Khám giám định lại đối với trường hợp tái phát tổn thương do tai nạn lao động","000.00.00.G18","Bộ Y tế","Giám định y khoa","Cấp Tỉnh"
"1.002153","Đăng ký hành nghề luật sư với tư cách cá nhân","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.002162","Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với phòng xét nghiệm thuộc thẩm quyền của Sở Y tế","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002168","Khám giám định để hưởng bảo hiểm xã hội một lần","000.00.00.G18","Bộ Y tế","Giám định y khoa","Cấp Tỉnh"
"1.002176","Giải quyết tố cáo về THADS (cấp huyện)","000.00.00.G15","Bộ Tư pháp","Thi hành án dân sự","Cấp Huyện"
"1.002180","Giải quyết khiếu nại về THADS (lần 1) - cấp huyện","000.00.00.G15","Bộ Tư pháp","Thi hành án dân sự","Cấp Huyện"
"1.002181","Đăng ký hoạt động của chi nhánh, công ty luật nước ngoài","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.002182","Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với phòng khám chẩn đoán hình ảnh thuộc thẩm quyền của Sở Y tế","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002190","Khám giám định để xác định lao động nữ không đủ sức khỏe để chăm sóc con sau khi sinh hoặc sau khi nhận con do nhờ người mang thai hộ hoặc phải nghỉ dưỡng thai","000.00.00.G18","Bộ Y tế","Giám định y khoa","Cấp Tỉnh"
"1.002191","Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với Nhà Hộ Sinh thuộc thẩm quyền của Sở Y tế","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002197","Giải quyết chế độ đối với người hoạt động cách mạng từ ngày 01/01/1945 đến trước ngày khởi nghĩa tháng Tám năm 1945","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Người có công","Cấp Tỉnh"
"1.002198","Thay đổi nội dung Giấy đăng ký hoạt động của chi nhánh, công ty luật nước ngoài","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.002205","Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với Phòng chẩn trị y học cổ truyền thuộc thẩm quyền của Sở Y tế","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002208","Khám giám định để thực hiện chế độ tử tuất","000.00.00.G18","Bộ Y tế","Giám định y khoa","Cấp Tỉnh"
"1.002214","Đăng ký đất đai lần đầu đối với trường hợp được Nhà nước giao đất để quản lý","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Huyện"
"1.002215","Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với Phòng khám chuyên khoa thuộc thẩm quyền của Sở Y tế","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002216","Cấp phát thuốc Methadone cho người bệnh đặc biệt điều trị tại nhà","000.00.00.G18","Bộ Y tế","Y tế Dự phòng","Cấp Tỉnh"
"1.002218","Hợp nhất công ty luật","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.002223","Đề nghị nhận tài sản đã kê biên để trừ vào tiền được THA (cấp huyện)","000.00.00.G15","Bộ Tư pháp","Thi hành án dân sự","Cấp Huyện"
"1.002230","Cấp giấy phép hoạt động khám bệnh, chữa bệnh nhân đạo đối với Phòng khám đa khoa thuộc thẩm quyền của Sở Y tế","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.002231","Cấp phát thuốc Methadone cho người bệnh điều trị đặc biệt tại cơ sở khám, chữa bệnh","000.00.00.G18","Bộ Y tế","Y tế Dự phòng","Cấp Tỉnh"
"1.002234","Sáp nhập công ty luật","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.002235","Kiểm soát thay đổi khi có thay đổi thuộc một trong các trường hợp quy định tại các điểm d, đ và e Khoản 1 Điều 11 Thông tư 03/2018/TT-BYT","000.00.00.G18","Bộ Y tế","Dược phẩm","Cấp Tỉnh"
"1.002239","Cấp lại Giấy chứng nhận cơ sở an toàn dịch bệnh động vật (trên cạn và thủy sản) đối với cơ sở có Giấy chứng nhận hết hiệu lực do xảy ra bệnh hoặc phát hiện mầm bệnh tại cơ sở đã được chứng nhận an toàn hoặc do không thực hiện giám sát, lấy mẫu đúng, đủ số lượng trong quá trình duy trì điều kiện cơ sở sau khi được chứng nhận","000.00.00.G10","Bộ Nông nghiệp và Phát triển nông thôn","Thú y","Cấp Tỉnh"
"1.002252","Hưởng mai táng phí, trợ cấp một lần khi người có công với cách mạng từ trần","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Người có công","Cấp Huyện"
